_id,symbol,name,tweet_id,screen_name,bookmarks,favorites,created_at,text,lang,quotes,replies,retweets,time
671fe1125a22311369600909,BTC,bitcoin,1849905253916786767,hamptonism,1144,9408,Fri Oct 25 20:05:56 +0000 2024,"Switzerland unveils a new statue honoring the creator of Bitcoin, 
Satoshi Nakamoto. https://t.co/viEr8u1KEQ",en,78,113,803,2024-10-28 19:08:02.786000
671fe1125a2231136960090a,BTC,bitcoin,1850228656704049285,Ashcryptoreal,88,9210,Sat Oct 26 17:31:02 +0000 2024,"If Bitcoin breaks $72,000 by the end 
of October, I will give $2,000 BTC to 
20 people who like this post. https://t.co/1NgY4H6vic",en,21,952,1278,2024-10-28 19:08:02.786000
671fe1125a2231136960090b,BTC,bitcoin,1849812562323325395,Vivek4real_,23,4219,Fri Oct 25 13:57:37 +0000 2024,"Like, If you think Microsoft should convert $75 billion cash in #Bitcoin immediately 👀 https://t.co/knEP5mh5nI",en,14,163,339,2024-10-28 19:08:02.786000
671fe1125a2231136960090c,BTC,bitcoin,1849150584693076274,MarwanNawaz,6,458,Wed Oct 23 18:07:09 +0000 2024,"Michael Saylor would ""volunteer"" his Bitcoin to you if you threatened to lock him in a cell for 10 years if he didn't. 

Michael would not consider this as you 'seizing' or 'stealing his Bitcoin.

He agrees he would just be ""volunteering"" it to you. https://t.co/wTLpNZnF6g",en,3,9,74,2024-10-28 19:08:02.786000
671fe1125a2231136960090d,BTC,bitcoin,1848948161806798989,naiivememe,1779,10437,Wed Oct 23 04:42:48 +0000 2024,"Me leaving my 9-5 job when Bitcoin hits 250K
https://t.co/KKE41Yt4vk",en,104,272,889,2024-10-28 19:08:02.786000
671fe1125a2231136960090e,BTC,bitcoin,1850555772540752105,CryptoTroia,26,3060,Sun Oct 27 15:10:52 +0000 2024,Bitcoin $70.000 olunca beni takip eden ve beğenen bir kişiye 1000 $ #Bitcoin  gönderiyorum. https://t.co/Ituv6VUb9M,tr,4,366,656,2024-10-28 19:08:02.786000
671fe1125a2231136960090f,BTC,bitcoin,1850898021816377406,DeShawnBTC,18,917,Mon Oct 28 13:50:51 +0000 2024,"#Bitcoin Finally reached $69,000 !

As promised,
I want to change someone's life and send 1 $BTC (~$69,000) to one person by tomorrow. 

Just like, retweet and comment 'done'.
Random winner in 15 hrs https://t.co/kY0BTPEvAo",en,15,691,630,2024-10-28 19:08:02.786000
671fe1125a22311369600910,BTC,bitcoin,1850081177945653567,naiivememe,31,1157,Sat Oct 26 07:45:00 +0000 2024,"Wife: “Relax, Bitcoin is still around $60,000”  

Me knowing my portfolio is 90% in alts:
https://t.co/N0kREPyN4e",en,7,58,114,2024-10-28 19:08:02.787000
671fe1125a22311369600911,BTC,bitcoin,1850975824503091279,BitcoinMagazine,3,358,Mon Oct 28 19:00:00 +0000 2024,"$70,000 is the next victim. #Bitcoin https://t.co/fE10ufEdee",en,5,43,41,2024-10-28 19:08:02.787000
671fe1125a22311369600912,BTC,bitcoin,1850608761582535089,GreerHall,1,14,Sun Oct 27 18:41:26 +0000 2024,"Bitcoin skeptics will be a memory by 2028, and likely much sooner than that. https://t.co/NIqxAIVytV",en,0,1,2,2024-10-28 19:08:02.787000
671fe1125a22311369600913,BTC,bitcoin,1850379271497462175,naiivememe,59,1121,Sun Oct 27 03:29:31 +0000 2024,"Bitcoin 
https://t.co/6Ii8PLkW00",en,5,46,158,2024-10-28 19:08:02.787000
671fe1125a22311369600914,BTC,bitcoin,1849854318901592139,AltcoinDailyio,1059,16187,Fri Oct 25 16:43:32 +0000 2024,"Switzerland🇨🇭 unveils new statue honoring Satoshi Nakamoto, creator of #Bitcoin.

https://t.co/7ZiSQTcZLm",en,161,423,2285,2024-10-28 19:08:02.787000
671fe1125a22311369600915,BTC,bitcoin,1849390509027934634,Kluckies_,14,152,Thu Oct 24 10:00:32 +0000 2024,The difference between #bitcoin and fiat https://t.co/bo3srLQ1xq,en,2,9,43,2024-10-28 19:08:02.787000
671fe1125a22311369600916,BTC,bitcoin,1849118801905820067,Ashcryptoreal,75,6400,Wed Oct 23 16:00:51 +0000 2024,"If Bitcoin breaks $70k by end of Oct
I will give $2,000 to one person who
like this post and is following me.",en,16,866,1066,2024-10-28 19:08:02.787000
671fe1125a22311369600917,BTC,bitcoin,1850272704806506855,CryptoNewton,46,851,Sat Oct 26 20:26:03 +0000 2024,$BTC #Bitcoin https://t.co/FtHHcdx0OS,qme,5,63,120,2024-10-28 19:08:02.787000
671fe1125a22311369600918,BTC,bitcoin,1849305962823459109,coingecko,18,1599,Thu Oct 24 04:24:34 +0000 2024,"#Bitcoin: $67,191
#Ethereum: $2,542
#Solana: $174

What #crypto are you watching today? https://t.co/VpxFkD5ONR",en,17,330,474,2024-10-28 19:08:02.787000
671fe1125a22311369600919,BTC,bitcoin,1849079115598450841,Bitcoin68753720,1695,15690,Wed Oct 23 13:23:10 +0000 2024,"Narin’in katledildiği gün!
Saat 14:02 de ev yolundan eve doğru giderken
Saat 14:04 yani 2 dakika sonra Narin hızla kaçmaya başlıyor!
Allah belanızı versin lan şerefsizler!
Narin ne gördü? #NarinNedenÖldürüldü https://t.co/meHXa8Jb2p",tr,85,275,2642,2024-10-28 19:08:02.787000
671fe18c683b345a3816fc73,BTC,bitcoin,1850977102700380536,Ashcryptoreal,6,629,Mon Oct 28 19:05:05 +0000 2024,"If Bitcoin breaks $72,000 in next 
72hrs I will give $1,000 BTC to one 
person who like this post. 

Let’s fcking go !! https://t.co/OawhcPncLQ",en,2,125,94,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc74,BTC,bitcoin,1850977068622000554,BTC_Archive,2,255,Mon Oct 28 19:04:57 +0000 2024,🔥 $70K by the end of day… https://t.co/fmo666Yv7B,en,1,48,31,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc75,BTC,bitcoin,1850975824503091279,BitcoinMagazine,3,431,Mon Oct 28 19:00:00 +0000 2024,"$70,000 is the next victim. #Bitcoin https://t.co/fE10ufEdee",en,5,50,49,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc76,BTC,bitcoin,1850977785306579260,Nicholas19,0,1,Mon Oct 28 19:07:48 +0000 2024,#Bitcoin https://t.co/0yX4MpmHNM,qme,0,0,0,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc77,BTC,bitcoin,1849150584693076274,MarwanNawaz,6,458,Wed Oct 23 18:07:09 +0000 2024,"Michael Saylor would ""volunteer"" his Bitcoin to you if you threatened to lock him in a cell for 10 years if he didn't. 

Michael would not consider this as you 'seizing' or 'stealing his Bitcoin.

He agrees he would just be ""volunteering"" it to you. https://t.co/wTLpNZnF6g",en,3,9,74,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc78,BTC,bitcoin,1850895801851248772,naiivememe,138,1587,Mon Oct 28 13:42:01 +0000 2024,Bitcoin 69K 🚀 https://t.co/HKEzHlYIRa,en,6,83,103,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc79,BTC,bitcoin,1850228656704049285,Ashcryptoreal,88,9210,Sat Oct 26 17:31:02 +0000 2024,"If Bitcoin breaks $72,000 by the end 
of October, I will give $2,000 BTC to 
20 people who like this post. https://t.co/1NgY4H6vic",en,21,952,1279,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc7a,BTC,bitcoin,1850977765912084760,Twee_Luikje,0,1,Mon Oct 28 19:07:43 +0000 2024,"$BTC is just a whisker away from that 70K level.

#BTC #Bitcoin https://t.co/JAgLBJjLlN",en,0,0,0,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc7b,BTC,bitcoin,1850898021816377406,DeShawnBTC,19,921,Mon Oct 28 13:50:51 +0000 2024,"#Bitcoin Finally reached $69,000 !

As promised,
I want to change someone's life and send 1 $BTC (~$69,000) to one person by tomorrow. 

Just like, retweet and comment 'done'.
Random winner in 15 hrs https://t.co/kY0BTPEvAo",en,15,696,634,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc7c,BTC,bitcoin,1850963152814395559,GGSoFly,1,15,Mon Oct 28 18:09:39 +0000 2024,Bitcoin hit $69k 😆🪙📈 https://t.co/P0Kl4w23Di,en,0,1,2,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc7d,BTC,bitcoin,1850130261641511278,ByCoinvo,1,1006,Sat Oct 26 11:00:02 +0000 2024,"#Bitcoin is on track to $100,000! https://t.co/3WnGm1lUSt",en,0,13,94,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc7e,BTC,bitcoin,1850909797563900406,WatcherGuru,486,7265,Mon Oct 28 14:37:38 +0000 2024,JUST IN: VanEck predicts #Bitcoin will be worth $3 million and used as a global reserve asset by 2050. https://t.co/TEsvd9S34L,en,167,580,1205,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc7f,BTC,bitcoin,1850272704806506855,CryptoNewton,46,851,Sat Oct 26 20:26:03 +0000 2024,$BTC #Bitcoin https://t.co/FtHHcdx0OS,qme,5,63,121,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc80,BTC,bitcoin,1849905253916786767,hamptonism,1144,9412,Fri Oct 25 20:05:56 +0000 2024,"Switzerland unveils a new statue honoring the creator of Bitcoin, 
Satoshi Nakamoto. https://t.co/viEr8u1KEQ",en,78,113,804,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc81,BTC,bitcoin,1850608761582535089,GreerHall,1,14,Sun Oct 27 18:41:26 +0000 2024,"Bitcoin skeptics will be a memory by 2028, and likely much sooner than that. https://t.co/NIqxAIVytV",en,0,1,2,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc82,BTC,bitcoin,1850976241643569528,blknoiz06,5,234,Mon Oct 28 19:01:40 +0000 2024,Bitcoin to $100k by Christmas? @tradinglord https://t.co/1feaC88YHN,en,3,81,11,2024-10-28 19:10:04.094000
671fe18c683b345a3816fc83,BTC,bitcoin,1850555772540752105,CryptoTroia,26,3060,Sun Oct 27 15:10:52 +0000 2024,Bitcoin $70.000 olunca beni takip eden ve beğenen bir kişiye 1000 $ #Bitcoin  gönderiyorum. https://t.co/Ituv6VUb9M,tr,4,366,656,2024-10-28 19:10:04.094000
671fef9d55e3471035ab5db8,BTC,bitcoin,1850977102700380536,Ashcryptoreal,19,2850,Mon Oct 28 19:05:05 +0000 2024,"If Bitcoin breaks $72,000 in next 
72hrs I will give $1,000 BTC to one 
person who like this post. 

Let’s fcking go !! https://t.co/OawhcPncLQ",en,8,323,335,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5db9,BTC,bitcoin,1850988329082523663,CryptoFck1,1,6,Mon Oct 28 19:49:42 +0000 2024,bitcoin hitting almost 70k and nobody saying anything??? https://t.co/lYldf1m2fT,en,0,0,1,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dba,BTC,bitcoin,1849854318901592139,AltcoinDailyio,1061,16206,Fri Oct 25 16:43:32 +0000 2024,"Switzerland🇨🇭 unveils new statue honoring Satoshi Nakamoto, creator of #Bitcoin.

https://t.co/7ZiSQTcZLm",en,161,425,2290,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dbb,BTC,bitcoin,1850228656704049285,Ashcryptoreal,88,9225,Sat Oct 26 17:31:02 +0000 2024,"If Bitcoin breaks $72,000 by the end 
of October, I will give $2,000 BTC to 
20 people who like this post. https://t.co/1NgY4H6vic",en,21,954,1277,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dbc,BTC,bitcoin,1849150584693076274,MarwanNawaz,6,460,Wed Oct 23 18:07:09 +0000 2024,"Michael Saylor would ""volunteer"" his Bitcoin to you if you threatened to lock him in a cell for 10 years if he didn't. 

Michael would not consider this as you 'seizing' or 'stealing his Bitcoin.

He agrees he would just be ""volunteering"" it to you. https://t.co/wTLpNZnF6g",en,3,9,74,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dbd,BTC,bitcoin,1850895801851248772,naiivememe,156,1869,Mon Oct 28 13:42:01 +0000 2024,Bitcoin 69K 🚀 https://t.co/HKEzHlYIRa,en,9,91,115,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dbe,BTC,bitcoin,1850898021816377406,DeShawnBTC,21,1120,Mon Oct 28 13:50:51 +0000 2024,"#Bitcoin Finally reached $69,000 !

As promised,
I want to change someone's life and send 1 $BTC (~$69,000) to one person by tomorrow. 

Just like, retweet and comment 'done'.
Random winner in 15 hrs https://t.co/kY0BTPEvAo",en,19,834,764,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dbf,BTC,bitcoin,1850982741124292736,Emdee_15,0,19,Mon Oct 28 19:27:29 +0000 2024,"Fuck all the bears 
#BITCOIN  about to hit $70k https://t.co/aN5i3SRSYO",en,0,1,2,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc0,BTC,bitcoin,1850982826503479518,TheCryptomeria,0,3,Mon Oct 28 19:27:50 +0000 2024,#Bitcoin https://t.co/bdpmZakSJx,qme,0,1,0,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc1,BTC,bitcoin,1850081177945653567,naiivememe,31,1159,Sat Oct 26 07:45:00 +0000 2024,"Wife: “Relax, Bitcoin is still around $60,000”  

Me knowing my portfolio is 90% in alts:
https://t.co/N0kREPyN4e",en,7,58,114,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc2,BTC,bitcoin,1850978488196739160,100xXLM,0,4,Mon Oct 28 19:10:35 +0000 2024,"これ$70,000いっちゃうな🔥
#bitcoin https://t.co/spMObDJaPn",ja,0,2,0,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc3,BTC,bitcoin,1849305962823459109,coingecko,18,1604,Thu Oct 24 04:24:34 +0000 2024,"#Bitcoin: $67,191
#Ethereum: $2,542
#Solana: $174

What #crypto are you watching today? https://t.co/VpxFkD5ONR",en,17,332,475,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc4,BTC,bitcoin,1850922056235549135,naiivememe,23,300,Mon Oct 28 15:26:21 +0000 2024,"“ How sure do you think Bitcoin will pump in Q4 “ 

BlackRock :  https://t.co/RXAt1RftfV",en,0,13,40,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc5,BTC,bitcoin,1848948161806798989,naiivememe,1780,10437,Wed Oct 23 04:42:48 +0000 2024,"Me leaving my 9-5 job when Bitcoin hits 250K
https://t.co/KKE41Yt4vk",en,104,272,890,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc6,BTC,bitcoin,1850272704806506855,CryptoNewton,46,852,Sat Oct 26 20:26:03 +0000 2024,$BTC #Bitcoin https://t.co/FtHHcdx0OS,qme,5,63,123,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc7,BTC,bitcoin,1850379271497462175,naiivememe,59,1129,Sun Oct 27 03:29:31 +0000 2024,"Bitcoin 
https://t.co/6Ii8PLkW00",en,5,47,158,2024-10-28 20:10:05.154000
671fef9d55e3471035ab5dc8,BTC,bitcoin,1850130261641511278,ByCoinvo,1,1009,Sat Oct 26 11:00:02 +0000 2024,"#Bitcoin is on track to $100,000! https://t.co/3WnGm1lUSt",en,0,13,94,2024-10-28 20:10:05.154000
671ffdac18a228720569ebfb,BTC,bitcoin,1850977102700380536,Ashcryptoreal,29,4047,Mon Oct 28 19:05:05 +0000 2024,"If Bitcoin breaks $72,000 in next 
72hrs I will give $1,000 BTC to one 
person who like this post. 

Let’s fcking go !! https://t.co/OawhcPncLQ",en,12,413,433,2024-10-28 21:10:04.620000
671ffdac18a228720569ebfc,BTC,bitcoin,1851007748835557788,BTC_Archive,7,219,Mon Oct 28 21:06:52 +0000 2024,"JUST IN: #Bitcoin made a Golden Cross.
(50D x 200D moving average)

🔸EXTREMELY BULLISH! 🚀 https://t.co/xEeZ2zEr8Y",en,1,25,42,2024-10-28 21:10:04.620000
671ffdac18a228720569ebfd,BTC,bitcoin,1850988329082523663,CryptoFck1,1,22,Mon Oct 28 19:49:42 +0000 2024,bitcoin hitting almost 70k and nobody saying anything??? https://t.co/lYldf1m2fT,en,0,1,2,2024-10-28 21:10:04.620000
671ffdac18a228720569ebfe,BTC,bitcoin,1850898021816377406,DeShawnBTC,26,1344,Mon Oct 28 13:50:51 +0000 2024,"#Bitcoin Finally reached $69,000 !

As promised,
I want to change someone's life and send 1 $BTC (~$69,000) to one person by tomorrow. 

Just like, retweet and comment 'done'.
Random winner in 15 hrs https://t.co/kY0BTPEvAo",en,23,985,914,2024-10-28 21:10:04.620000
671ffdac18a228720569ebff,BTC,bitcoin,1850982826503479518,TheCryptomeria,0,7,Mon Oct 28 19:27:50 +0000 2024,#Bitcoin https://t.co/bdpmZakSJx,qme,1,1,0,2024-10-28 21:10:04.620000
671ffdac18a228720569ec00,BTC,bitcoin,1850081177945653567,naiivememe,31,1163,Sat Oct 26 07:45:00 +0000 2024,"Wife: “Relax, Bitcoin is still around $60,000”  

Me knowing my portfolio is 90% in alts:
https://t.co/N0kREPyN4e",en,7,58,114,2024-10-28 21:10:04.620000
671ffdac18a228720569ec01,BTC,bitcoin,1850228656704049285,Ashcryptoreal,88,9245,Sat Oct 26 17:31:02 +0000 2024,"If Bitcoin breaks $72,000 by the end 
of October, I will give $2,000 BTC to 
20 people who like this post. https://t.co/1NgY4H6vic",en,21,954,1282,2024-10-28 21:10:04.620000
671ffdac18a228720569ec02,BTC,bitcoin,1850895801851248772,naiivememe,184,2093,Mon Oct 28 13:42:01 +0000 2024,Bitcoin 69K 🚀 https://t.co/HKEzHlYIRa,en,9,96,129,2024-10-28 21:10:04.620000
671ffdac18a228720569ec03,BTC,bitcoin,1850922056235549135,naiivememe,26,324,Mon Oct 28 15:26:21 +0000 2024,"“ How sure do you think Bitcoin will pump in Q4 “ 

BlackRock :  https://t.co/RXAt1RftfV",en,0,13,43,2024-10-28 21:10:04.620000
671ffdac18a228720569ec04,BTC,bitcoin,1848948161806798989,naiivememe,1779,10439,Wed Oct 23 04:42:48 +0000 2024,"Me leaving my 9-5 job when Bitcoin hits 250K
https://t.co/KKE41Yt4vk",en,104,272,890,2024-10-28 21:10:04.620000
671ffdac18a228720569ec05,BTC,bitcoin,1849905253916786767,hamptonism,1144,9420,Fri Oct 25 20:05:56 +0000 2024,"Switzerland unveils a new statue honoring the creator of Bitcoin, 
Satoshi Nakamoto. https://t.co/viEr8u1KEQ",en,78,113,806,2024-10-28 21:10:04.620000
671ffdac18a228720569ec06,BTC,bitcoin,1850885317391200665,bitcoinlfgo,35,1527,Mon Oct 28 13:00:22 +0000 2024,"BIG 🚨  ALERT 🚨

#BITCOIN BREAKS $69,000 CONFIRMS BULL-RUNN https://t.co/bFOP4B2vuK",en,12,95,278,2024-10-28 21:10:04.620000
671ffdac18a228720569ec07,BTC,bitcoin,1849854318901592139,AltcoinDailyio,1060,16227,Fri Oct 25 16:43:32 +0000 2024,"Switzerland🇨🇭 unveils new statue honoring Satoshi Nakamoto, creator of #Bitcoin.

https://t.co/7ZiSQTcZLm",en,161,425,2292,2024-10-28 21:10:04.620000
671ffdac18a228720569ec08,BTC,bitcoin,1850612523172594064,CryptoYapper,0,11,Sun Oct 27 18:56:22 +0000 2024,At this point #Bitcoin is just playing games with us https://t.co/Xebl6jyANk,en,0,1,4,2024-10-28 21:10:04.620000
671ffdac18a228720569ec09,BTC,bitcoin,1850884777408176502,RennoGuil,1,281,Mon Oct 28 12:58:13 +0000 2024,Deixe o ❤️ se você acha que o #Bitcoin deve ser o BRICScoin https://t.co/VzaSQbimI3,pt,2,13,9,2024-10-28 21:10:04.620000
671ffdac18a228720569ec0a,BTC,bitcoin,1850896636475531309,TedPillows,10,270,Mon Oct 28 13:45:20 +0000 2024,"Bitcoin pumps.

New ATH incoming.

We're so ready 🙏🏻 https://t.co/laEVnHqhd2",en,0,37,38,2024-10-28 21:10:04.620000
671ffdac18a228720569ec0b,BTC,bitcoin,1849443049794896030,Klyl100_ocho,0,49,Thu Oct 24 13:29:18 +0000 2024,"🇸🇻 El Salvador President Nayib Bukele Donates 2 Bitcoin, Worth About $133,000 To Help Raise Funds To Build 1,000 Schools In Honduras 🇭🇳

🗞Bitcoin Magazine

THE good way 🏴‍☠️ https://t.co/u16UFnwB84",en,0,6,16,2024-10-28 21:10:04.620000
67200bbc69e8595721097b62,BTC,bitcoin,1851023576583061909,WatcherGuru,2,147,Mon Oct 28 22:09:45 +0000 2024,"BREAKING: $70,000 #Bitcoin https://t.co/oyiEFkaHcU",en,0,8,36,2024-10-28 22:10:04.980000
67200bbc69e8595721097b63,BTC,bitcoin,1851023128170021260,BitcoinMagazine,2,424,Mon Oct 28 22:07:58 +0000 2024,"BREAKING: $70,000 #Bitcoin 🚀 https://t.co/H84Gvh9ctR",en,12,32,112,2024-10-28 22:10:04.980000
67200bbc69e8595721097b64,BTC,bitcoin,1849854318901592139,AltcoinDailyio,1061,16237,Fri Oct 25 16:43:32 +0000 2024,"Switzerland🇨🇭 unveils new statue honoring Satoshi Nakamoto, creator of #Bitcoin.

https://t.co/7ZiSQTcZLm",en,161,425,2294,2024-10-28 22:10:04.980000
67200bbc69e8595721097b65,BTC,bitcoin,1850895801851248772,naiivememe,197,2256,Mon Oct 28 13:42:01 +0000 2024,Bitcoin 69K 🚀 https://t.co/HKEzHlYIRa,en,10,100,141,2024-10-28 22:10:04.980000
67200bbc69e8595721097b66,BTC,bitcoin,1849905253916786767,hamptonism,1144,9422,Fri Oct 25 20:05:56 +0000 2024,"Switzerland unveils a new statue honoring the creator of Bitcoin, 
Satoshi Nakamoto. https://t.co/viEr8u1KEQ",en,78,113,806,2024-10-28 22:10:04.980000
67200bbc69e8595721097b67,BTC,bitcoin,1848948161806798989,naiivememe,1779,10437,Wed Oct 23 04:42:48 +0000 2024,"Me leaving my 9-5 job when Bitcoin hits 250K
https://t.co/KKE41Yt4vk",en,104,272,890,2024-10-28 22:10:04.980000
67200bbc69e8595721097b68,BTC,bitcoin,1850612523172594064,CryptoYapper,0,13,Sun Oct 27 18:56:22 +0000 2024,At this point #Bitcoin is just playing games with us https://t.co/Xebl6jyANk,en,0,1,4,2024-10-28 22:10:04.980000
67200bbc69e8595721097b69,BTC,bitcoin,1850081177945653567,naiivememe,31,1167,Sat Oct 26 07:45:00 +0000 2024,"Wife: “Relax, Bitcoin is still around $60,000”  

Me knowing my portfolio is 90% in alts:
https://t.co/N0kREPyN4e",en,7,58,114,2024-10-28 22:10:04.980000
67200bbc69e8595721097b6a,BTC,bitcoin,1850977102700380536,Ashcryptoreal,34,4940,Mon Oct 28 19:05:05 +0000 2024,"If Bitcoin breaks $72,000 in next 
72hrs I will give $1,000 BTC to one 
person who like this post. 

Let’s fcking go !! https://t.co/OawhcPncLQ",en,12,496,511,2024-10-28 22:10:04.980000
67200bbc69e8595721097b6b,BTC,bitcoin,1850982826503479518,TheCryptomeria,1,17,Mon Oct 28 19:27:50 +0000 2024,#Bitcoin https://t.co/bdpmZakSJx,qme,1,1,1,2024-10-28 22:10:04.980000
67200bbc69e8595721097b6c,BTC,bitcoin,1849812562323325395,Vivek4real_,23,4246,Fri Oct 25 13:57:37 +0000 2024,"Like, If you think Microsoft should convert $75 billion cash in #Bitcoin immediately 👀 https://t.co/knEP5mh5nI",en,14,164,337,2024-10-28 22:10:04.980000
67200bbc69e8595721097b6d,BTC,bitcoin,1850500193654816885,BitcoinFear,1,1207,Sun Oct 27 11:30:01 +0000 2024,"Bitcoin Fear and Greed Index is 74 - Greed
Current price: $67,029 https://t.co/76oNkq9CC7",en,8,70,249,2024-10-28 22:10:04.980000
67200bbc69e8595721097b6e,BTC,bitcoin,1849735449067258196,naiivememe,273,6305,Fri Oct 25 08:51:12 +0000 2024,"Microsoft with 75 Billions in cash looking at Bitcoin below 100K
 https://t.co/PlltJtzX6c",en,28,110,582,2024-10-28 22:10:04.980000
67200bbc69e8595721097b6f,BTC,bitcoin,1850862580895502720,BitcoinFear,2,753,Mon Oct 28 11:30:01 +0000 2024,"Bitcoin Fear and Greed Index is 72 - Greed
Current price: $68,631 https://t.co/FnkXX0A5D0",en,7,37,123,2024-10-28 22:10:04.980000
67200bbc69e8595721097b70,BTC,bitcoin,1850898021816377406,DeShawnBTC,33,1590,Mon Oct 28 13:50:51 +0000 2024,"#Bitcoin Finally reached $69,000 !

As promised,
I want to change someone's life and send 1 $BTC (~$69,000) to one person by tomorrow. 

Just like, retweet and comment 'done'.
Random winner in 15 hrs https://t.co/kY0BTPEvAo",en,28,1162,1078,2024-10-28 22:10:04.980000
67200bbc69e8595721097b71,BTC,bitcoin,1850334105369514424,BitcoinFear,5,997,Sun Oct 27 00:30:02 +0000 2024,"Bitcoin Fear and Greed Index is 74 - Greed
Current price: $67,004 https://t.co/uY52l9TvcD",en,14,39,162,2024-10-28 22:10:04.980000
67200bbc69e8595721097b72,BTC,bitcoin,1850666288663675342,BitcoinFear,2,1019,Sun Oct 27 22:30:01 +0000 2024,"Bitcoin Fear and Greed Index is 74 ~ Greed
Current price: $68,138 https://t.co/B7LdZzN6LJ",en,6,59,173,2024-10-28 22:10:04.980000
672019cc089645a6a1b4e246,BTC,bitcoin,1851023230041276752,morpheuswhale,19,648,Mon Oct 28 22:08:23 +0000 2024,"#Bitcoin Finally reached $70,000 !

As promised,
I want to change someone's life and send 1 $BTC (~$70,000) to one person by tomorrow. 

Just like, retweet and comment 'done'. 
Random winner in 15 hrs https://t.co/iQDyCTfRXZ",en,10,535,485,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e247,BTC,bitcoin,1851024734873391181,Honkamoto1775,0,26,Mon Oct 28 22:14:21 +0000 2024,Welcome back 70K #Bitcoin https://t.co/wEv49nCGaL,en,0,0,2,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e248,BTC,bitcoin,1849812562323325395,Vivek4real_,23,4260,Fri Oct 25 13:57:37 +0000 2024,"Like, If you think Microsoft should convert $75 billion cash in #Bitcoin immediately 👀 https://t.co/knEP5mh5nI",en,14,164,337,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e249,BTC,bitcoin,1851023576583061909,WatcherGuru,72,7407,Mon Oct 28 22:09:45 +0000 2024,"BREAKING: $70,000 #Bitcoin https://t.co/oyiEFkaHcU",en,158,408,1287,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e24a,BTC,bitcoin,1850977102700380536,Ashcryptoreal,36,5897,Mon Oct 28 19:05:05 +0000 2024,"If Bitcoin breaks $72,000 in next 
72hrs I will give $1,000 BTC to one 
person who like this post. 

Let’s fcking go !! https://t.co/OawhcPncLQ",en,13,561,592,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e24b,BTC,bitcoin,1848948161806798989,naiivememe,1781,10453,Wed Oct 23 04:42:48 +0000 2024,"Me leaving my 9-5 job when Bitcoin hits 250K
https://t.co/KKE41Yt4vk",en,104,272,889,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e24c,BTC,bitcoin,1850228656704049285,Ashcryptoreal,88,9284,Sat Oct 26 17:31:02 +0000 2024,"If Bitcoin breaks $72,000 by the end 
of October, I will give $2,000 BTC to 
20 people who like this post. https://t.co/1NgY4H6vic",en,21,956,1282,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e24d,BTC,bitcoin,1849905253916786767,hamptonism,1144,9427,Fri Oct 25 20:05:56 +0000 2024,"Switzerland unveils a new statue honoring the creator of Bitcoin, 
Satoshi Nakamoto. https://t.co/viEr8u1KEQ",en,78,113,807,2024-10-28 23:10:04.788000
672019cc089645a6a1b4e24e,BTC,bitcoin,1850081177945653567,naiivememe,31,1181,Sat Oct 26 07:45:00 +0000 2024,"Wife: “Relax, Bitcoin is still around $60,000”  

Me knowing my portfolio is 90% in alts:
https://t.co/N0kREPyN4e",en,7,58,115,2024-10-28 23:10:04.788000
